ISBN13,Header,Content
9780230753167,About Julia Donaldson,"Julia Donaldson is the outrageously talented, prize-winning author of the world's best-loved picture books, and was the 2011-2013 UK Children's Laureate. Her books include Room on the Broom, What the Ladybird Heard and the modern classic The Gruffalo, which has sold over 13.5 million copies worldwide and has been translated into over sixty languages. Julia also writes fiction as well as poems, plays and songs and her brilliant live children's shows are always in demand. Julia and her husband Malcolm divide their time between Sussex and Edinburgh. Axel Scheffler is a star illustrator whose instantly recognisable, warm and witty illustrations have achieved worldwide acclaim and numerous awards. In addition to his picture books, Axel is the illustrator of wonderful novelty and gift books for Macmillan, such as the bestselling The Bedtime Bear, The Tickle Book and Mother Goose's Nursery Rhymes. He also illustrates the popular Pip and Posy series. Born in Hamburg, Axel now lives with his family in London. show more"
9781406319477,Review quote,"Lovely words, like ""squelch"" and ""scrub-a-dub"", and the energy, joy and warmth make this book a great read. Practical Parenting A small masterpiece. The Sunday Telegraph show more"
9781406319477,About Helen Oxenbury,Helen Oxenbury is among the most popular and critically acclaimed illustrators of her time. Her numerous books for children include the Kate Greenaway Medal-winning Alice's Adventures in Wonderland by Lewis Carroll; Smarties Book Prize-winning Farmer Duck (9780744536607) by Martin Waddell; We're Going on a Bear Hunt (9780744523232)by Michael Rosen; as well as her classic board books for babies. show more
9780857809674,Review quote,No Review Data Available show more
9780857809674,About -,My First Potty Book show more
9780857630780,Review Text,"In Pip and Posy and the Little Puddle, Pip comes to play at Posy's house. They have such a lovely time after their mid-afternoon snack and drink that Pip forgets he needs to go to the toilet, and soon there's a little puddle on the floor. But everyone has accidents sometimes, so Posy mops it up, and lends him some clothes. The next time Pip needs a wee, he does it in the potty all by himself. Pip and Posy are typical toddlers: they are best friends and they have fun...but sometimes, just like any other toddler, they get cross and sad, so sometimes it takes friendship, sharing and understanding - and a cuddle - to make things better. show more"
9780857630780,About Camilla Reid,"Camilla Reid (Author) Camilla Reid has written, conceived and edited children's books for over twenty years. Her titles for Nosy Crow as an in-house author include the Pip and Posy series (illustrated by Axel Scheffler), the Bizzy Bear series, (illustrated by Benji Davies), and the Felt Flaps series, (illustrated by Ingela P Arrhenius). Her titles for other publishers include The Littlest Dinosaur and the Naughty Rock (illustrated by Michael Foreman, Bloomsbury), the Seriously Cute series (illustrated by Katherine Lodge, Bloomsbury) and the Lulu series, (illustrated by Ailie Busby, Bloomsbury). Axel Scheffler (Illustrator) Axel is best known for his partnership with Julia Donaldson, on books including Room on the Broom and The Gruffalo. For Nosy Crow, Axel has illustrated a number of other highly successful titles, including the Pip and Posy series, The Grunts and the bestselling Flip Flap series. Axel lives in London with his partner and young daughter. show more"
9781783446322,Review Text,"""Hilarious and a godsend to parents"" show more"
9781783446322,Review quote,"""A royal take on the potty training courtesy of the Little Princess"" * The Bookseller * ""The perfect introduction to the sometimes tricky subject of toilet training"" -- Julia Eccleshare * LoveReading4Kids - Book of the Month January 2021 * ""A royal take on the potty training courtesy of the Little Princess"" * The Bookseller * ""Hilarious and a godsend to parents"" * Guardian * ""A toilet-training clasic, which you'll enjoy as much as your toddler - the story and illustrations are warm, and really funny."" * Mother & Baby * show more"
9781783446322,About Tony Ross,"Tony Ross has been illustrating books for over 40 years, and has been published all over the world. He is perhaps best known for his much-loved Little Princess series, which has been adapted for TV and is currently showing on Channel 5s Milkshake, and for his collaboration on David Walliams' best-selling children's books. Tony's books have been shortlisted for the The Laugh Out Loud Book Awards (Slug Needs a Hug) and the Kate Greenaway (Dr Xargle's Book of Earth Tiggers), and Tadpole's Promise won the Silver Medal Smarties Prize. He has been named as the best-selling illustrator in the UK for three years in a row, and he is the UK's libraries' most-borrowed illustrator. He lives in Macclesfield. show more"
9781338163001,Back cover copy,"Eva's class is raising money for an owl who needs a special flying chair. Eva opens a bakery, and Sue opens a candy shop. But Eva and Sue start competing to see who can earn more money. They forget what this project is really about! Can Eva and Sue find a way to work together? show more"
9781338163001,Review quote,"A USA Today bestseller!Praise for Eva's Treetop Festival (Owl Diaries #1): Bright and colorful digital illustrations, large type, frequent speech bubbles and a familiar story make this accessible to emerging readers . . . This series promises to fill a niche for [new readers]. Keep flapping, Eva! -- Kirkus ReviewsAppealing visuals (the text and art are set against the lined pages of Eva's diary), punny dialogue, a few pratfalls, and Eva's unflagging enthusiasm make for lively reading. -- Publishers WeeklyThis early chapter book is a nice step between first readers and series such as Barbara Parks's 'Junie B. Jones' and Mary Pope Osborne's 'Magic Tree House.' -- School Library JournalThe colorful, adorable illustrations will be irresistible to young readers. The simple text interspersed with speech bubble dialogue will engage beginning and intermediate readers alike. This appealing chapter book will be a nice addition to a library's young reader section. -- Library Media Connection show more"
9781338163001,About Rebecca Elliott,"Rebecca Elliott has illustrated many children's books, including Kiss, Kiss Good Night. She wrote and illustrated the New York Times bestselling Owl Diaries series, the Unicorn Diaries series, Just Because, and Zoo Girl, which was nominated for the Kate Greenaway Medal. She lives with her family in the countryside of Suffolk, England. show more"
9781509842742,Review quote,"With brilliant moving parts made from sturdy, thick card, toddlers will love to help these animal characters with their personal grooming. * BookTrust's 2018 Great Books Guide * show more"
9781509842742,About Jo Lodge,"Jo Lodge is an illustrator and paper engineer and was greatly influenced by her artistic parents - her mother, Maureen Roffey, an illustrator, and her father Bernard Lodge, a graphic designer. Jo graduated with a fashion degree from Kingston University and worked for a knitwear company designing their main collection and consulting on projects for Next, Marks & Spencer and Saks Fifth Avenue. Jo is probably best known for her Mr Croc books but her distinctive bright colours and appealing animal characters have been used across a range of children's books including Baby's First Playbook: Farm, and Pounce! Little Kitten. She lives in West Sussex with her husband and two sons. show more"
9780230713109,About Emma Dodd,"Emma Dodd studied Graphic Design and Illustration at Saint Martin's School of Art, London. Since qualifying in 1992 she has worked as an illustrator from her studio in Surrey, England. When not working, Emma and her family spend as much time as they can near the coast, surfing and walking. She has worked on many books, including the popular ""Amazing Baby"" series (Templar Publishing). The first book she wrote and illustrated herself, ""What Pet to Get?"" (Templar Publishing) was shortlisted for the 2006 Early Years Awards. show more"
